# Autonóm kör-pipeline sora (ADR 0087 §5). Egy sor = egy kör.
# Oszlopok TAB-bal elválasztva:
#   round   brief                                  engine   adr    status
# status: prepared | pending | running | done | halted
# engine: auto | minimax | codex | terra | sonnet-impl
#   auto = MiniMax-first router (2 M3 megoldási kör, szükség esetén 1 Terra)
#   minimax|codex = örökölt, kézi reprodukciós override
#   terra = a nyilvántartás `terra` sora (~/.codex-terra, gpt-5.6-terra)
# A '#'-tel kezdődő sorokat a driver átugorja.
#
# USER-DÖNTÉS 2026-08-25: ELŐSZÖR A TELJES UI (Ch13) KÉSZÜLJÖN EL. A lánc
# kizárólag a Ch13 sávot viszi, amíg az E13-R36 (vizuális regresszió és
# epic-zárás) merge nem lesz. Ezért MINDEN nem-E13 `pending` sor `hold`-ra
# váltott (29 sor: E09-R28/R29/R31/R32 és az E10 sáv nyitott sorai); az E14
# sáv `prepared`, azt a driver eleve nem választja. A driver csak `pending`
# sort admittál (round-pipeline.sh:2462-2464, round-slots.py:309), tehát a
# `hold` a sávok kikapcsolásának sanctionált módja — ugyanaz az érték, amit a
# driver maga is ír (round-pipeline.sh:1467).
#
# MÉRVE, hogy ez a Ch13 láncot NEM lassítja: minden E13 brief előfeltétele
# kizárólag az ELŐZŐ E13 kör (R16←R15, R17←R16, … R36←R01–R35), kereszt-epic
# előfeltétel egyik E13 briefben sincs. Az `unmet_prerequisites` amúgy is
# epicen belül sorosít (round-slots.py:137-141), tehát a 2 slot mellett is
# egyszerre egy E13 kör fut.
#
# VISSZAKAPCSOLÁS az UI elkészülte után: a `hold` -> `pending` csere ezeken a
# sorokon, egyetlen commitban. A holdok NEM járnak le maguktól.
#
# USER-DÖNTÉS 2026-08-21 (a GPT-kvóta elfogyott): a ChatGPT Pro előfizetés
# kerete kimerült, tehát a Codex-oldal (Sol ÉS Terra, `gpt-5.6-*`) NEM
# futtatható. Az érvényes felállás ezért: orchestrátor/reviewer a **Claude
# Sonnet 5 `--effort high`**, implementer a **`minimax`** (MiniMax-M3,
# ~/.claude-minimax, saját API-kulcs) — MINDEN nyitott (pending | prepared |
# hold) sor engine-je `minimax`. A rotációt a commitolt
# docs/execution/orchestrator-rotation fájl hordozza (`claude`; file >
# PIPELINE_ORCH_ROTATION env > script-default), a Codex-oldalt pedig a
# `fallback_engine=none` script-default zárja ki (orchestrator_available).
# Függetlenség: Claude Sonnet 5 (orchestrátor) ≠ MiniMax-M3 (implementer),
# és a `minimax` sor auth_env-je saját kulcs, tehát nem a Claude-keretből
# megy — `engine_uses_claude_quota` fail-closed kulcsán mérve független.
#
# Az ELŐZŐ döntés (2026-08-20, Pro-keret égetése: minden nyitott sor `terra`,
# orchestrátor Sol) ezzel LEZÁRULT; a `terra`/`codex` sorok csak a lezárt
# (`done`) sorokban maradnak, történeti tényként.
# Az ADR 0069 mért motor-szétosztási szabálya (minimax vs codex) továbbra is
# FELFÜGGESZTVE marad, amíg a Codex-oldal nem futtatható: a mezőny egyetlen
# elérhető implementere a `minimax` (tartalék: `sonnet-impl`, de az a
# Claude-keretből megy és a claude-orchestrátorral ütközik → H-INDEP).
# A prepared sorokat a driver nem indítja el; az Epic 2 lezárása és emberi
# jóváhagyás után az első indítható kör státusza kézzel pendingre állítható.
#
# Az E02 sorok motorját nem írjuk át visszamenőleg.
E03-R10	docs/rounds/e03-r10-import-flow-security-boundary.md	auto	nincs	done
E03-R11	docs/rounds/e03-r11-musicxml-mxl-importer.md	auto	nincs	done
E03-R12	docs/rounds/e03-r12-midi-importer.md	auto	nincs	done
E03-R13	docs/rounds/e03-r13-guitar-pro-feasibility.md	auto	nincs	done
E03-R14	docs/rounds/e03-r14-guitar-pro-path.md	auto	nincs	done
E03-R15	docs/rounds/e03-r15-song-library-import-ui.md	auto	nincs	done
# Kétmotoros implementer-szabály 2026-08-04 (user-döntés: „bizonyos feladatokhoz
# a MiniMax M3 is beállítható, amikor a Terránál jobban teljesít"). A besorolás
# a brief MÉRT mezőiből SZÁMOLT, nem becslés — lásd
# tools/tests/test_pipeline_integration.py::test_open_rounds_follow_the_measured_engine_rule:
#   `risk = "normal"`                      → minimax (M3) — volumenkör
#   `risk = "high"` ÉS UI/ARB > domain+app+data → minimax (M3) — UI-dominált kör
#   egyébként                              → codex (Terra) — ítéletigényes,
#                                            invariáns-kritikus kör
# Forrás: ADR 0069 mért motor-szétosztása (M3 a volumen, a nagy motor az ítélet).
# A védőháló változatlan: a kör-gate + Opus 4.8 független review + CI, és a
# prompt motor-eszkalációja (M3 EGY javító kör, utána Terra viszi a javítást).
# Implementer-motor váltás 2026-08-04 (user-döntés: „a fejlesztő legyen a Terra"):
# a még NYITOTT E03 sorok engine-je `auto` (MiniMax-first router) helyett `codex` —
# a tools/codex-round.sh a default CODEX_HOME-ban a gpt-5.6-terra modellt futtatja.
# Az orchestrátor/reviewer ugyanezzel a döntéssel Claude Opus 4.8 (round-pipeline.sh).
E03-R16	docs/rounds/e03-r16-song-editor-v2.md	codex	nincs	done
E03-R17	docs/rounds/e03-r17-overview-track-range-setup.md	codex	nincs	done
E03-R18	docs/rounds/e03-r18-transport-backing-playback.md	codex	nincs	done
E03-R19	docs/rounds/e03-r19-practice-compiler-chord-rhythm.md	codex	nincs	done
E03-R20	docs/rounds/e03-r20-pitch-observation-note-scoring.md	codex	nincs	done
E03-R21	docs/rounds/e03-r21-trainer-ui-loop-speed-results.md	minimax	nincs	done
# E03-R22 (epic-zárás) — az ADR 0087 §7 alapból kézi indítást ír elő, mert a
# zárókör pre-flightja emberi döntéseket kér (az E02-R20-nál ez a flag-rollout
# és az ADR-kérdés volt). A user 2026-08-01-én EXPLICIT a teljes Epic 3
# folyamatos futtatását kérte, ezért a sor aktív. Az orchestrátor a
# pre-flightban KÖTELESEN halttal áll meg, ha eldöntetlen rollout-kérdésbe fut.
E03-R22	docs/rounds/e03-r22-setlist-progress-epic-closure.md	codex	nincs	done
# Epic 4 (AI Guitar Teacher) — batch előkészítve 2026-08-04 (docs/rounds/epic-04-batch-index.md).
# Előfeltétel: E03-R22 (Epic 3 zárás) merge. Motor: ADR 0069 mért szabály (R18/R19 minimax, többi codex).
# HOLD FELOLDVA (user-go 2026-08-04): az Epic 4 sorai `pending`-en — a lánc E03-R22
# (Epic 3 zárás) után FOLYAMATOSAN megy tovább Epic 4-re (E04-R01…R24), nem áll meg
# az epic-határon. Az E03-R22 továbbra is elsőként fut (előrébb a sorban).
# ZÁRÓ-KÖR WAIVER (user-döntés 2026-08-04): az E04-R24 NEM kap ADR 0087 §7 kézi
# epic-záró indítást — a briefje pre-decidálja a rollout/flag/ADR kérdéseket, így
# a pre-flightnak nincs eldöntetlen emberi kérdése; auto fut, az automata Claude
# független review (ADR 0055) és az exact-SHA CI változatlanul kötelező.
E04-R01	docs/rounds/e04-r01-ai-tutor-baseline-and-boundaries.md	codex	nincs	done
E04-R02	docs/rounds/e04-r02-conversation-and-message-domain.md	codex	nincs	done
E04-R03	docs/rounds/e04-r03-student-guitar-profile-goals-consent.md	codex	nincs	done
E04-R04	docs/rounds/e04-r04-skill-taxonomy-evidence-reducer.md	codex	nincs	done
E04-R05	docs/rounds/e04-r05-context-adapters-and-snapshot.md	codex	nincs	done
E04-R06	docs/rounds/e04-r06-knowledge-schema-and-content-pack.md	codex	nincs	done
E04-R07	docs/rounds/e04-r07-offline-knowledge-index-retrieval.md	codex	nincs	done
E04-R08	docs/rounds/e04-r08-deterministic-debrief-coaching.md	codex	nincs	done
E04-R09	docs/rounds/e04-r09-practice-plan-draft-validator-compiler.md	codex	nincs	done
E04-R10	docs/rounds/e04-r10-tool-contract-and-registry.md	codex	nincs	done
E04-R11	docs/rounds/e04-r11-action-proposal-and-confirmation.md	codex	nincs	done
E04-R12	docs/rounds/e04-r12-prompts-output-schema-injection-boundary.md	codex	nincs	done
E04-R13	docs/rounds/e04-r13-model-gateway-and-fake.md	codex	nincs	done
E04-R14	docs/rounds/e04-r14-backend-tutor-proxy-usage-guard.md	codex	nincs	done
E04-R15	docs/rounds/e04-r15-streaming-transport.md	codex	nincs	done
E04-R16	docs/rounds/e04-r16-orchestration-state-machine.md	codex	nincs	done
E04-R17	docs/rounds/e04-r17-conversation-repository-and-memory.md	codex	nincs	done
E04-R18	docs/rounds/e04-r18-tutor-home-chat-ui.md	minimax	nincs	done
E04-R19	docs/rounds/e04-r19-evidence-source-action-card-ui.md	minimax	nincs	done
E04-R20	docs/rounds/e04-r20-practice-analyze-integration.md	codex	nincs	done
E04-R21	docs/rounds/e04-r21-song-trainer-debrief-range-actions.md	codex	nincs	done
E04-R22	docs/rounds/e04-r22-profile-privacy-data-consent-ui.md	minimax	nincs	done
E04-R23	docs/rounds/e04-r23-safety-injection-usage-evaluation-gate.md	codex	nincs	done
E04-R24	docs/rounds/e04-r24-offline-fallback-regression-rollout.md	codex	nincs	done
# Epic 5 (Computer Vision) — batch előkészítve 2026-08-05 (docs/rounds/epic-05-batch-index.md).
# Előfeltétel: E04-R24 (Epic 4 zárás) merge. A sorok `pending`-en: a lánc az Epic 4
# után FOLYAMATOSAN megy tovább Epic 5-re (E05-R01…R30), nem áll meg az epic-határon
# (user-döntés 2026-08-05: „amikor az epic néggyel végez, induljon automatikusan az
# epic öt is"). Epic-határon való megállításhoz: `pending` → `hold` a 30 soron.
# Motor: ADR 0069 mért szabály — R08/R11 (UI-dominált) minimax, a többi codex.
# ADR-blokk: 0161–0170 FENNTARTVA (0142–0160 az Epic 4 hátralévő köreinek és a
# governance-munkának); ütközéskor a teljes blokk tolódik, lásd a batch-index §3.
# ZÁRÓ-KÖR WAIVER (az E04-R24 precedense): az E05-R30 NEM kap ADR 0087 §7 kézi
# epic-záró indítást — a briefje pre-decidálja a rollout/flag/ADR kérdéseket; az
# automata független review (ADR 0055) és az exact-SHA CI változatlanul kötelező.
# VALÓS ESZKÖZÖS BIZONYÍTÉK: ezen a boxon nincs Android SDK/kamera — a nem mérhető
# pontok a docs/manual-testing/vision-device-matrix.md PENDING sorai, NEM merge-kapuk
# és NEM halt-okok (batch-index §1a).
E05-R01	docs/rounds/e05-r01-vision-baseline-and-adrs.md	codex	0161-0166	done
E05-R02	docs/rounds/e05-r02-camera-technology-decision.md	codex	0167	done
E05-R03	docs/rounds/e05-r03-core-camera-contract-and-fake.md	codex	nincs	done
E05-R04	docs/rounds/e05-r04-camera-permission-and-platform-declarations.md	codex	nincs	done
E05-R05	docs/rounds/e05-r05-camera-session-coordinator-and-lifecycle.md	codex	nincs	done
E05-R06	docs/rounds/e05-r06-android-camera-adapter.md	codex	nincs	done
E05-R07	docs/rounds/e05-r07-frame-transform-and-overlay-coordinates.md	codex	nincs	done
E05-R08	docs/rounds/e05-r08-vision-setup-wizard.md	minimax	nincs	done
E05-R09	docs/rounds/e05-r09-frame-quality-assessor.md	codex	nincs	done
E05-R10	docs/rounds/e05-r10-calibration-domain-and-store.md	codex	nincs	done
E05-R11	docs/rounds/e05-r11-manual-guitar-geometry-calibration-ui.md	minimax	nincs	done
E05-R12	docs/rounds/e05-r12-hand-landmark-provider-and-model-manifest.md	codex	0168	done
E05-R13	docs/rounds/e05-r13-hand-track-assignment-and-smoothing.md	codex	nincs	done
E05-R14	docs/rounds/e05-r14-pose-provider-and-posture-baseline.md	codex	nincs	done
E05-R15	docs/rounds/e05-r15-guitar-coordinates-and-homography.md	codex	nincs	done
E05-R16	docs/rounds/e05-r16-geometry-tracking-and-calibration-loss.md	codex	nincs	done
E05-R17	docs/rounds/e05-r17-auto-guitar-detector-decision.md	codex	0187	done
E05-R18	docs/rounds/e05-r18-fretting-hand-metric-engine.md	codex	nincs	done
E05-R19	docs/rounds/e05-r19-picking-hand-stroke-metrics.md	codex	nincs	done
E05-R20	docs/rounds/e05-r20-posture-metrics-and-safety-policy.md	codex	nincs	done
E05-R21	docs/rounds/e05-r21-audio-vision-clock-mapping.md	codex	0170	done
E05-R22	docs/rounds/e05-r22-observation-fusion-and-evidence.md	codex	nincs	done
E05-R23	docs/rounds/e05-r23-feedback-policy-and-cue-budget.md	codex	nincs	done
E05-R24	docs/rounds/e05-r24-vision-session-controller-and-overlay.md	minimax	nincs	done
E05-R25	docs/rounds/e05-r25-practice-vision-integration.md	codex	nincs	done
E05-R26	docs/rounds/e05-r26-song-trainer-vision-integration.md	codex	nincs	done
E05-R27	docs/rounds/e05-r27-tutor-analysis-vision-adapters.md	codex	nincs	done
E05-R28	docs/rounds/e05-r28-vision-persistence-privacy-and-deletion.md	codex	nincs	done
E05-R29	docs/rounds/e05-r29-device-tier-performance-thermal.md	codex	nincs	done
E05-R30	docs/rounds/e05-r30-dataset-evaluation-and-epic-closure.md	codex	nincs	done
E06-R01	docs/rounds/e06-r01-analyze-v1-baseline-and-adrs.md	codex	0200-0205	done
E06-R02	docs/rounds/e06-r02-analysis-document-v2-domain.md	codex	nincs	done
E06-R03	docs/rounds/e06-r03-codec-schema-and-legacy-adapter.md	codex	nincs	done
E06-R04	docs/rounds/e06-r04-pipeline-contract-stage-and-progress.md	codex	nincs	done
E06-R05	docs/rounds/e06-r05-input-abstraction-and-safe-import.md	codex	nincs	done
E06-R06	docs/rounds/e06-r06-recorder-audio-session-integration.md	codex	nincs	done
E06-R07	docs/rounds/e06-r07-signal-quality-stage.md	codex	nincs	done
E06-R08	docs/rounds/e06-r08-preprocessing-context-and-resampling.md	codex	0206	done
E06-R09	docs/rounds/e06-r09-clip-analyzer-stage-adapter-parity.md	codex	nincs	done
E06-R10	docs/rounds/e06-r10-event-evidence-onset-strum-timeline.md	codex	nincs	done
E06-R11	docs/rounds/e06-r11-chord-evidence-segmentation-provenance.md	codex	0207	done
E06-R12	docs/rounds/e06-r12-beat-grid-and-tempo-curve.md	codex	nincs	done
E06-R13	docs/rounds/e06-r13-target-alignment-engine.md	codex	nincs	done
E06-R14	docs/rounds/e06-r14-timing-and-rush-drag-metrics.md	codex	nincs	done
E06-R15	docs/rounds/e06-r15-rhythm-consistency-and-groove.md	codex	nincs	done
E06-R16	docs/rounds/e06-r16-dynamics-and-stroke-balance.md	codex	nincs	done
E06-R17	docs/rounds/e06-r17-monophonic-pitch-capability.md	codex	nincs	done
E06-R18	docs/rounds/e06-r18-technique-proxy-experimental-module.md	codex	0208	done
E06-R19	docs/rounds/e06-r19-confidence-calibration-capability-resolver.md	codex	nincs	done
E06-R20	docs/rounds/e06-r20-deterministic-insights-and-hotspots.md	codex	nincs	done
E06-R21	docs/rounds/e06-r21-analysis-repository-v2-and-migration.md	codex	0209	done
E06-R22	docs/rounds/e06-r22-analysis-runner-progress-cancellation.md	codex	nincs	done
E06-R23	docs/rounds/e06-r23-analysis-overview-and-metric-cards.md	minimax	nincs	done
E06-R24	docs/rounds/e06-r24-layered-zoomable-timeline.md	minimax	nincs	done
#
# E99-R08 (GOV-07) — SZÁNDÉKOSAN az Epic 6 KÖZEPÉN, közvetlenül a futó E06-R24
# után. Indok (user-döntés 2026-08-13, „governance-körként utána"): a javítandó
# defekt MINDEN hátralévő kört érint — az E06-R23 két haltja (H-INDEP 4 óra
# 35 perc + H8 10 perc) egyaránt a lánc saját infrastruktúrájából jött, nem
# kódhibából. A sor végére tolva csak az Epic 6 UTÁN futna, azaz hét további
# kör maradna kitéve ugyanannak. A driver felülről az első `pending`-et viszi,
# ezért a pozíció maga a prioritás.
E99-R08	docs/rounds/e99-r08-gov-07-per-round-orchestrator-rotation.md	codex	0242	done
#
E06-R25	docs/rounds/e06-r25-session-comparison-and-trend.md	codex	nincs	done
E06-R26	docs/rounds/e06-r26-practice-song-tutor-integration.md	codex	nincs	done
E06-R27	docs/rounds/e06-r27-export-share-and-privacy-controls.md	codex	nincs	done
E06-R28	docs/rounds/e06-r28-cache-performance-and-model-lifecycle.md	codex	0210	done
E06-R29	docs/rounds/e06-r29-evaluation-harness-and-calibration.md	codex	0211	done
E06-R30	docs/rounds/e06-r30-shadow-rollout-migration-and-epic-closure.md	codex	nincs	done
#
# Governance-körök (GOV) — E99 pszeudo-epic. NEM valódi epic: a
# tools/ai_router/brief.py:19 (?i)(e\d{2}-r\d{2}) és a round-pipeline.sh:278
# ^[A-Z][0-9]{2}-R[0-9]{2}$ mintája miatt a "GOV-05c" alakú azonosító kiesne a
# gépi kapukból (brief-lint, ai-router, CI-terv, scope-audit, inflight-őr).
# A GOV-05a (E99-R01) még a queue-n KÍVÜL futott, kézi orchesztrálással; a
# sorba illesztés innentől az autonóm lánc dolga.
#
# E99-R02 (GOV-05b, AI Tutor) SZÁNDÉKOSAN NINCS a sorban: mért blokkolón áll
# (hiányzó production-drótozás + nincs használható modell-átjáró), és emberi
# döntést igényel — ld. HANDOFF.md §3 "Az AI Tutor rollout BLOKKOLT".
E99-R03	docs/rounds/e99-r03-gov-05c-learn-migration-rollout.md	codex	0198	done
E99-R04	docs/rounds/e99-r04-gov-06-real-audio-dsp-baseline.md	codex	0199	done
E99-R05	docs/rounds/e99-r05-gov-06b-bpm-metric-fix.md	codex	0212	done
E99-R07	docs/rounds/e99-r07-gov-05b-2-openai-provider-adapter.md	codex	0214	done
#
# E99-R09 (GOV-30c-1) — user-döntés 2026-08-14, az Epic 6 lezárása utáni hét
# nyitott irányból ez az első. Indok: az Epic 6 mind a 30 köre shadow-only, és
# az `analysisV2RunnerProvider` StateError-t dob — nincs összeszerelt V2
# DSP-lánc. A completion report 1. (valódi eszközös elfogadás) és 5. (rollout)
# tétele FIZIKAILAG BLOKKOLT, amíg ez el nem készül. A lánc két lépcsőben épül
# (ADR 0250 §4): ez az ingest fele, a GOV-30c-2 briefje szándékosan még nincs
# megírva (egy session = egy kör).
E99-R09	docs/rounds/e99-r09-gov-30c-1-ingest-pipeline-composition.md	codex	0250	done
#
# E99-R10 (GOV-30c-2) — a GOV-30c MÁSODIK lépcsője. Az ADR 0250 §4 eredetileg
# KÉT lépcsőt írt elő; a GOV-30c-1 lezárása után mérve a maradék hét terület
# egyetlen review-ba túl sok, ezért az ADR 0251 §4 HÁROM lépcsőre írja felül.
# Ez a kör: referencia (AnalysisTarget) beemelése + illesztés + kilenc
# metrika-modul + capability/confidence. A GOV-30c-3 hozza az insightokat, a
# dokumentum-összeállítást és a provider bekötését — annak briefje szándékosan
# még nincs megírva. Ez a kör sem kapcsol be semmit: a provider a végén is
# StateError-t dob (A9 acceptance-cella).
E99-R10	docs/rounds/e99-r10-gov-30c-2-evaluation-stage-composition.md	codex	0251	done
#
# E99-R11 (GOV-30c-3) — az ADR 0251 §5 NEVESÍTETT follow-upja, újramérve
# 2026-08-15-én: a sapka továbbra is 9 (AnalysisProgressPhase.values.length),
# a lánc viszont 18 stage (7 ingest + 11 evaluation), tehát a teljes lánc ma
# nem szerelhető össze egyetlen AnalysisPipeline-példányba. Ez a kör a
# progress-fázist leválasztja a stage-granularitásról (stage-id → fázis
# térkép), és a szigorú monotonitást nem-csökkenőre enyhíti — a visszalépés
# tiltása MARAD. Ez egy LEZÁRT kör (E06-R04) invariánsának szándékos
# felülírása; az engedély az ADR 0252-ben és a brief §5.2-ben EXPLICIT, ezért
# a kör nem áll meg H2-vel. A provider továbbra sem mozdul (A9).
E99-R11	docs/rounds/e99-r11-gov-30c-3-progress-phase-decoupling.md	codex	0252	done
#
# E99-R12 (GOV-30c-4) — dokumentum-összeállítás + insights. A sorrend
# TÍPUS-KÉNYSZER, nem ízlés: az AnalysisInsightContext kötelező mezője egy kész
# AnalysisDocument (domain/insights/insight_rule.dart:53-73), tehát előbb
# előzetes dokumentum, aztán szabályok, aztán végleges.
#
# A pre-flight MÉRT egy rést, amit az Epic 6 harminc köre nem érintett: az
# AnalysisRunner.start bemenete DOKUMENTUM, a dokumentum input-mezője pedig
# szándékosan „never PCM" (AnalysisInputSummary), a lánc viszont
# ValidatedPcmAnalysisInput-ból indul — az audiónak ma NINCS útja a V2 láncba a
# runner-határon keresztül. Ez önálló architekturális döntés (ADR 0253 §4), a
# GOV-30c-5 dolga; ebben a körben TILOS hozzányúlni. A V2 elemzés ezért egy
# lépcsővel később lesz futtatható, mint az ADR 0251 §4 becsülte.
E99-R12	docs/rounds/e99-r12-gov-30c-4-document-assembly-and-insights.md	codex	0253	done
#
# E99-R13 (GOV-30c-5) — a GOV-30c ÖTÖDIK és ZÁRÓ lépcsője. Ez a kör teszi
# FUTTATHATÓVÁ a V2 elemzést (PCM be → AnalysisDocument ki, 20 stage,
# izolátumban), de NEM kapcsolja be: mind a kilenc flag OFF marad, a
# lib/core/flags/** tilos zóna, a rollout külön EMBERI döntés (ADR 0254 §4).
#
# Az ADR 0253 §4 rését újramérve: a runner bemenete dokumentum, a dokumentum
# „never PCM", a lánc viszont ValidatedPcmAnalysisInput-ból indul. A hívói
# felület viszont KICSI (AnalyzeAudioUseCase + ShadowAnalysisRunner), és a
# shadow runner MÁR megkapja a samples/sampleRate párost a V1-hez — a hiányzó
# lépés nem adatgyűjtés, hanem továbbadás. Feloldás: önálló AnalysisRunRequest
# (seed + audio + opcionális target); a PCM soha nem lesz dokumentum (A4 a
# KÓDOLT JSON-t vizsgálja, mert típusszinten nem látszik a szivárgás).
